place_id,review_type,1st_topic,2nd_topic,3rd_topic,name,region,reviews_link
ChIJTWtBPZT_Vg0Rkm32fUzLOmo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier général d'oloron,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJTWtBPZT_Vg0Rkm32fUzLOmo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJTWxzLr_zqxIRjKkepJr7M-0,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier intercommunal castelsarrasin moissac,Occitanie,https://search.google.com/local/reviews?placeid=ChIJTWxzLr_zqxIRjKkepJr7M-0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJTX_b9fnV-UcRRqKUJXDzlMU,negatif,attente,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier du pays d'eygurande,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJTX_b9fnV-UcRRqKUJXDzlMU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJTXrW_arCrRIRPfc-zWxvIeY,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier d'albi,Occitanie,https://search.google.com/local/reviews?placeid=ChIJTXrW_arCrRIRPfc-zWxvIeY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJTXrW_arCrRIRPfc-zWxvIeY,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier d'albi,Occitanie,https://search.google.com/local/reviews?placeid=ChIJTXrW_arCrRIRPfc-zWxvIeY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU0w6JD2UC0gR00NYHrHDsQU,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier mémorial de saint-lô,Normandie,https://search.google.com/local/reviews?placeid=ChIJU0w6JD2UC0gR00NYHrHDsQU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU0w6JD2UC0gR00NYHrHDsQU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier mémorial de saint-lô,Normandie,https://search.google.com/local/reviews?placeid=ChIJU0w6JD2UC0gR00NYHrHDsQU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU3clyAyyqxIRnKKahrgOBkY,negatif,mauvaise expérience,personnel agréable et à l'écoute,personnel désagréable,"centre hospitalier départemental ""la candélie""",Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJU3clyAyyqxIRnKKahrgOBkY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU3clyAyyqxIRnKKahrgOBkY,positif,professionnalisme,personnel agréable et à l'écoute,personnel désagréable,"centre hospitalier départemental ""la candélie""",Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJU3clyAyyqxIRnKKahrgOBkY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU3fW3oLRVQ0Ruw5IJG755Hw,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,hôpital layné,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJU3fW3oLRVQ0Ruw5IJG755Hw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU6upSEoethIRxN9BJMUCdR8,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de martigues,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJU6upSEoethIRxN9BJMUCdR8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU6upSEoethIRxN9BJMUCdR8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de martigues,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJU6upSEoethIRxN9BJMUCdR8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJU9E1j_LqyRIRyPIXsoPDF28,negatif,mauvaise expérience,attente,examen et consultation,hôpital nord,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJU9E1j_LqyRIRyPIXsoPDF28&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJU9E1j_LqyRIRyPIXsoPDF28,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital nord,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJU9E1j_LqyRIRyPIXsoPDF28&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJUZRRAZ1IVg0RmoblInmZfDI,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier françois mitterrand de pau,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJUZRRAZ1IVg0RmoblInmZfDI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJUZRRAZ1IVg0RmoblInmZfDI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier françois mitterrand de pau,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJUZRRAZ1IVg0RmoblInmZfDI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJUzdz2mWMD0gRUMI6cXkUYcM,negatif,personnel désagréable,locaux et accès,personnel agréable et à l'écoute,centre hospitalier de basse-vilaine,Bretagne,https://search.google.com/local/reviews?placeid=ChIJUzdz2mWMD0gRUMI6cXkUYcM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVXvQHnbYVA0RHq6UtxL5Z1U,negatif,mauvaise expérience,prise en charge d'urgence 1,attente,centre hospitalier charles perrens,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJVXvQHnbYVA0RHq6UtxL5Z1U&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVXvQHnbYVA0RHq6UtxL5Z1U,positif,personnel agréable et à l'écoute,professionnalisme,mauvaise expérience,centre hospitalier charles perrens,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJVXvQHnbYVA0RHq6UtxL5Z1U&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVYeWaWW7rhIR4o4W0Pq-A2c,negatif,mauvaise expérience,attente,personnel désagréable,centre hospitalier universitaire de toulouse,Occitanie,https://search.google.com/local/reviews?placeid=ChIJVYeWaWW7rhIR4o4W0Pq-A2c&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJVYeWaWW7rhIR4o4W0Pq-A2c,positif,professionnalisme,personnel agréable et à l'écoute,attente,centre hospitalier universitaire de toulouse,Occitanie,https://search.google.com/local/reviews?placeid=ChIJVYeWaWW7rhIR4o4W0Pq-A2c&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJVYhdfAMt_kcRz0ifDLsXQWE,positif,personnel agréable et à l'écoute,personnel désagréable,professionnalisme,centre d'addictologie de la charente (antenne du centre hospitalier camille claudel),Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJVYhdfAMt_kcRz0ifDLsXQWE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVZEw-eErEkgRm9IXfgWWXyw,negatif,locaux et accès,prise en charge d'urgence 1,prise en charge d'urgence 2,fondation bon sauveur - centre françoise dolto,Bretagne,https://search.google.com/local/reviews?placeid=ChIJVZEw-eErEkgRm9IXfgWWXyw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVZEw-eErEkgRm9IXfgWWXyw,positif,personnel agréable et à l'écoute,professionnalisme,locaux et accès,fondation bon sauveur - centre françoise dolto,Bretagne,https://search.google.com/local/reviews?placeid=ChIJVZEw-eErEkgRm9IXfgWWXyw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVbaIxtBiD0gRMxoppjrAdEs,negatif,personnel désagréable,mauvaise expérience,attente,epsylan etablissement psychiatrique de loire-atlantique nord,Pays de la Loire,https://search.google.com/local/reviews?placeid=ChIJVbaIxtBiD0gRMxoppjrAdEs&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJVbaIxtBiD0gRMxoppjrAdEs,positif,personnel agréable et à l'écoute,locaux et accès,professionnalisme,epsylan etablissement psychiatrique de loire-atlantique nord,Pays de la Loire,https://search.google.com/local/reviews?placeid=ChIJVbaIxtBiD0gRMxoppjrAdEs&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW18RT2-VDkgRDvvM9ZD31XM,positif,professionnalisme,personnel agréable et à l'écoute,locaux et accès,centre local hospitalier saint-joseph,Bretagne,https://search.google.com/local/reviews?placeid=ChIJW18RT2-VDkgRDvvM9ZD31XM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW2Dplq-MAEgR5i2EteIrXJA,negatif,examen et consultation,attente,mauvaise expérience,hôpitaux de grand cognac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJW2Dplq-MAEgR5i2EteIrXJA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW2Dplq-MAEgR5i2EteIrXJA,positif,maternité,personnel agréable et à l'écoute,prise en charge d'urgence 2,hôpitaux de grand cognac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJW2Dplq-MAEgR5i2EteIrXJA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW2Wt9_sy-EcRGuYVi1EYhfI,negatif,attente,mauvaise expérience,prise en charge d'urgence 2,centre hospitalier de haute-corrèze,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJW2Wt9_sy-EcRGuYVi1EYhfI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW2Wt9_sy-EcRGuYVi1EYhfI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de haute-corrèze,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJW2Wt9_sy-EcRGuYVi1EYhfI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW3vw9jwUEEgR-tx476auB58,negatif,personnel désagréable,prise en charge d'urgence 1,attente,centre hospitalier bretagne atlantique,Bretagne,https://search.google.com/local/reviews?placeid=ChIJW3vw9jwUEEgR-tx476auB58&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJW3vw9jwUEEgR-tx476auB58,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier bretagne atlantique,Bretagne,https://search.google.com/local/reviews?placeid=ChIJW3vw9jwUEEgR-tx476auB58&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWQKU2eVA_UcRkdQ2BxXAIDI,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier du chinonais,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJWQKU2eVA_UcRkdQ2BxXAIDI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWQKU2eVA_UcRkdQ2BxXAIDI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier du chinonais,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJWQKU2eVA_UcRkdQ2BxXAIDI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWRVO8TDPqkERDrZUJFsPCZw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier d'angoulême,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJWRVO8TDPqkERDrZUJFsPCZw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWRVO8TDPqkERDrZUJFsPCZw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'angoulême,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJWRVO8TDPqkERDrZUJFsPCZw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWccy2GH9EUgRCfQycbxh5P8,negatif,attente,mauvaise expérience,examen et consultation,hôpital privé des côtes d'armor,Bretagne,https://search.google.com/local/reviews?placeid=ChIJWccy2GH9EUgRCfQycbxh5P8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWccy2GH9EUgRCfQycbxh5P8,positif,personnel agréable et à l'écoute,maternité,professionnalisme,hôpital privé des côtes d'armor,Bretagne,https://search.google.com/local/reviews?placeid=ChIJWccy2GH9EUgRCfQycbxh5P8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWxcXmqgT9UcRyCE65M4twfk,negatif,attente,personnel désagréable,prise en charge d'urgence 2,centre hospitalier d'annonay,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJWxcXmqgT9UcRyCE65M4twfk&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJWxcXmqgT9UcRyCE65M4twfk,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'annonay,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJWxcXmqgT9UcRyCE65M4twfk&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJX4kbVHR8jEcRC5gdSizYHMo,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier annecy genevois - site de saint-julien en genevois,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJX4kbVHR8jEcRC5gdSizYHMo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJX4kbVHR8jEcRC5gdSizYHMo,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier annecy genevois - site de saint-julien en genevois,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJX4kbVHR8jEcRC5gdSizYHMo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJX5Zeul0RDkgRcHXNSeQkciQ,negatif,prise en charge d'urgence 1,attente,examen et consultation,centre hospitalier du penthièvre et du poudouvre,Bretagne,https://search.google.com/local/reviews?placeid=ChIJX5Zeul0RDkgRcHXNSeQkciQ&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJX5Zeul0RDkgRcHXNSeQkciQ,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 1,centre hospitalier du penthièvre et du poudouvre,Bretagne,https://search.google.com/local/reviews?placeid=ChIJX5Zeul0RDkgRcHXNSeQkciQ&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJXbQPb0MM5EcR0hf2f874WiQ,negatif,personnel désagréable,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier hôtel dieu,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJXbQPb0MM5EcR0hf2f874WiQ&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJXbQPb0MM5EcR0hf2f874WiQ,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier hôtel dieu,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJXbQPb0MM5EcR0hf2f874WiQ&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJXyFo8DLFVg0RDmSvhotjQ2c,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier de saint-palais,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJXyFo8DLFVg0RDmSvhotjQ2c&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJXyFo8DLFVg0RDmSvhotjQ2c,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de saint-palais,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJXyFo8DLFVg0RDmSvhotjQ2c&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJY4Wtq669FkgRoOHtXSzVVjM,negatif,personnel désagréable,locaux et accès,professionnalisme,centre de soins et réadaptation à guilers,Bretagne,https://search.google.com/local/reviews?placeid=ChIJY4Wtq669FkgRoOHtXSzVVjM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJY4Wtq669FkgRoOHtXSzVVjM,positif,personnel agréable et à l'écoute,professionnalisme,personnel désagréable,centre de soins et réadaptation à guilers,Bretagne,https://search.google.com/local/reviews?placeid=ChIJY4Wtq669FkgRoOHtXSzVVjM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJY6xG1C1H9EcRtp5INKePSYc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier du forez - site de montbrison,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJY6xG1C1H9EcRtp5INKePSYc&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJY6xG1C1H9EcRtp5INKePSYc,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier du forez - site de montbrison,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJY6xG1C1H9EcRtp5INKePSYc&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJY9_2z_iIEUgRiJTH5V-c1JU,negatif,mauvaise expérience,maternité,locaux et accès,fondation bon sauveur,Bretagne,https://search.google.com/local/reviews?placeid=ChIJY9_2z_iIEUgRiJTH5V-c1JU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJY9_2z_iIEUgRiJTH5V-c1JU,positif,professionnalisme,personnel désagréable,mauvaise expérience,fondation bon sauveur,Bretagne,https://search.google.com/local/reviews?placeid=ChIJY9_2z_iIEUgRiJTH5V-c1JU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJYQjTuI8b90cRulIEupivoEI,negatif,attente,mauvaise expérience,examen et consultation,chu clermont-fd : site gabriel-montpied,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJYQjTuI8b90cRulIEupivoEI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJYQjTuI8b90cRulIEupivoEI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,chu clermont-fd : site gabriel-montpied,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJYQjTuI8b90cRulIEupivoEI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZ4MssEJZEEgRlEFjF-MG-lo,negatif,attente,prise en charge d'urgence 1,personnel désagréable,epsm sud bretagne ch charcot (direction et services administratifs),Bretagne,https://search.google.com/local/reviews?placeid=ChIJZ4MssEJZEEgRlEFjF-MG-lo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZ4MssEJZEEgRlEFjF-MG-lo,positif,personnel désagréable,maternité,prise en charge d'urgence 2,epsm sud bretagne ch charcot (direction et services administratifs),Bretagne,https://search.google.com/local/reviews?placeid=ChIJZ4MssEJZEEgRlEFjF-MG-lo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZ8C4qSSNqxIRvyMmdI2i_EA,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier intercommunal castelsarrasin moissac,Occitanie,https://search.google.com/local/reviews?placeid=ChIJZ8C4qSSNqxIRvyMmdI2i_EA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZ8C4qSSNqxIRvyMmdI2i_EA,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal castelsarrasin moissac,Occitanie,https://search.google.com/local/reviews?placeid=ChIJZ8C4qSSNqxIRvyMmdI2i_EA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZQi0O9aD2RIRMon-5sh1I20,negatif,examen et consultation,mauvaise expérience,prise en charge d'urgence 2,centre médico-psychologique et centre accueil thérapeutique temps partiel,Corse,https://search.google.com/local/reviews?placeid=ChIJZQi0O9aD2RIRMon-5sh1I20&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJZQi0O9aD2RIRMon-5sh1I20,positif,professionnalisme,mauvaise expérience,personnel désagréable,centre médico-psychologique et centre accueil thérapeutique temps partiel,Corse,https://search.google.com/local/reviews?placeid=ChIJZQi0O9aD2RIRMon-5sh1I20&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJZTqdHQPN9kcRmpn9FiJcw9Q,negatif,attente,personnel désagréable,prise en charge d'urgence 1,centre hospitalier de vichy,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJZTqdHQPN9kcRmpn9FiJcw9Q&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJZTqdHQPN9kcRmpn9FiJcw9Q,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de vichy,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJZTqdHQPN9kcRmpn9FiJcw9Q&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJZb3z9PxiVQ0R-sQ_cKa4b-k,negatif,professionnalisme,attente,mauvaise expérience,centre hospitalier sud gironde (site de la réole),Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJZb3z9PxiVQ0R-sQ_cKa4b-k&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZb3z9PxiVQ0R-sQ_cKa4b-k,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier sud gironde (site de la réole),Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJZb3z9PxiVQ0R-sQ_cKa4b-k&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZeLFBuSn5EcRO26J3HpT5sc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de blois,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJZeLFBuSn5EcRO26J3HpT5sc&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJZeLFBuSn5EcRO26J3HpT5sc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier de blois,Centre-Val de Loire,https://search.google.com/local/reviews?placeid=ChIJZeLFBuSn5EcRO26J3HpT5sc&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ_1VSFMEnVQ0RbgURachHlc0,negatif,attente,examen et consultation,personnel désagréable,hôpital saint-andré,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ_1VSFMEnVQ0RbgURachHlc0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ_1VSFMEnVQ0RbgURachHlc0,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital saint-andré,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ_1VSFMEnVQ0RbgURachHlc0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ_6q_CzHzEUgRaUeFAs5OeSU,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre médico psychologique,Bretagne,https://search.google.com/local/reviews?placeid=ChIJ_6q_CzHzEUgRaUeFAs5OeSU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ____88N6AEgRRHmBSW81b2k,positif,prise en charge d'urgence 2,examen et consultation,professionnalisme,hôpitaux du sud charente : service des urgences,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ____88N6AEgRRHmBSW81b2k&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ____TIZAUQ0RYq5BJCQkDiw,positif,personnel agréable et à l'écoute,professionnalisme,personnel désagréable,centre hospitalier de la côte basque service des urgences,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ____TIZAUQ0RYq5BJCQkDiw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ_____78c60cRT57o0Tkdydo,negatif,examen et consultation,mauvaise expérience,personnel désagréable,centre hospitalier verdun site saint-nicolas,Grand Est,https://search.google.com/local/reviews?placeid=ChIJ_____78c60cRT57o0Tkdydo&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJ_____78c60cRT57o0Tkdydo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier verdun site saint-nicolas,Grand Est,https://search.google.com/local/reviews?placeid=ChIJ_____78c60cRT57o0Tkdydo&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJ____z4keEEgR6rUHks8XE-E,negatif,examen et consultation,attente,professionnalisme,centre hospitalier chubert service des urgences,Bretagne,https://search.google.com/local/reviews?placeid=ChIJ____z4keEEgR6rUHks8XE-E&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJ_cyigm7YVA0RFysrAnsXrfI,negatif,personnel désagréable,mauvaise expérience,attente,centre hospitalier​ universitaire de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ_cyigm7YVA0RFysrAnsXrfI&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJ_cyigm7YVA0RFysrAnsXrfI,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier​ universitaire de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ_cyigm7YVA0RFysrAnsXrfI&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJ_yJ2d_fX-0cRJbIKR6yC9lI,positif,personnel agréable et à l'écoute,attente,prise en charge d'urgence 2,centre hospitalier la valette,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJ_yJ2d_fX-0cRJbIKR6yC9lI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa-NVMCWB4UcRrKGXus17SCo,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de l'aigle,Normandie,https://search.google.com/local/reviews?placeid=ChIJa-NVMCWB4UcRrKGXus17SCo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa-NVMCWB4UcRrKGXus17SCo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre hospitalier de l'aigle,Normandie,https://search.google.com/local/reviews?placeid=ChIJa-NVMCWB4UcRrKGXus17SCo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa6zsxnYbEkgR16WyBFLvbDM,negatif,examen et consultation,attente,prise en charge d'urgence 1,"centre hospitalier de paimpol, service d'urgence",Bretagne,https://search.google.com/local/reviews?placeid=ChIJa6zsxnYbEkgR16WyBFLvbDM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa6zsxnYbEkgR16WyBFLvbDM,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,personnel désagréable,"centre hospitalier de paimpol, service d'urgence",Bretagne,https://search.google.com/local/reviews?placeid=ChIJa6zsxnYbEkgR16WyBFLvbDM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa8uqbQ3UqRIREixZczv2J1w,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier de bigorre,Occitanie,https://search.google.com/local/reviews?placeid=ChIJa8uqbQ3UqRIREixZczv2J1w&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJa8uqbQ3UqRIREixZczv2J1w,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de bigorre,Occitanie,https://search.google.com/local/reviews?placeid=ChIJa8uqbQ3UqRIREixZczv2J1w&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJaaEnQ3YbEkgRftA4Krvd-_A,negatif,personnel désagréable,attente,prise en charge d'urgence 2,centre hospitalier paimpol,Bretagne,https://search.google.com/local/reviews?placeid=ChIJaaEnQ3YbEkgRftA4Krvd-_A&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
